time,size,num_batch
0.620969295501709,100,200
0.4302165508270264,200,100
0.5112795829772949,300,67
0.6418912410736084,400,50
0.6319351196289062,500,40
0.5185210704803467,600,34
0.5945672988891602,700,29
0.7034015655517578,800,25
0.6270229816436768,900,23
0.5339624881744385,1000,20
0.5052900314331055,1100,19
0.3799839019775391,1200,17
0.44783854484558105,1300,16
0.42110729217529297,1400,15
0.4015309810638428,1500,14
0.486997127532959,1600,13
0.37326931953430176,1700,12
0.488013505935669,1800,12
0.5257165431976318,1900,11
0.4589321613311768,2000,10
0.4989731311798096,2100,10
0.5450606346130371,2200,10
0.4191904067993164,2300,9
0.4195990562438965,2400,9
0.4819591045379639,2500,8
0.5341103076934814,2600,8
0.4945664405822754,2700,8
0.4067635536193848,2800,8
0.4761178493499756,2900,7
0.4505207538604736,3000,7
0.4880733489990234,3100,7
0.42511510848999023,3200,7
0.4808123111724854,3300,7
0.4376845359802246,3400,6
0.4815053939819336,3500,6
0.4628679752349854,3600,6
0.3637335300445557,3700,6
0.4646482467651367,3800,6
0.3439478874206543,3900,6
0.3823428153991699,4000,5
0.5054426193237305,4100,5
0.5775175094604492,4200,5
0.3848936557769776,4300,5
0.3797237873077393,4400,5
0.38324713706970215,4500,5
0.35910868644714355,4600,5
0.3412482738494873,4700,5
0.450796127319336,4800,5
0.3855435848236084,4900,5
0.3764393329620361,5000,4
0.5485303401947021,100,200
0.5811762809753418,200,100
0.5250797271728516,300,67
0.5695116519927979,400,50
0.44120240211486816,500,40
0.4152126312255859,600,34
0.43711256980896,700,29
0.4218771457672119,800,25
0.4255256652832031,900,23
0.4441215991973877,1000,20
0.4626190662384033,1100,19
0.39121413230896,1200,17
0.4219951629638672,1300,16
0.4194705486297608,1400,15
0.4023816585540772,1500,14
0.38755249977111816,1600,13
0.36420512199401855,1700,12
0.3754022121429443,1800,12
0.3858165740966797,1900,11
0.3935902118682861,2000,10
0.390986442565918,2100,10
0.421759843826294,2200,10
0.4094288349151611,2300,9
0.3867423534393311,2400,9
0.3662791252136231,2500,8
0.3714199066162109,2600,8
0.3632338047027588,2700,8
0.3686983585357666,2800,8
0.476323127746582,2900,7
0.4364135265350342,3000,7
0.3815884590148926,3100,7
0.3740131855010986,3200,7
0.33748722076416016,3300,7
0.4982790946960449,3400,6
0.3869128227233887,3500,6
0.408144474029541,3600,6
0.3776581287384033,3700,6
0.4525382518768311,3800,6
0.4611365795135498,3900,6
0.3952922821044922,4000,5
0.3809912204742432,4100,5
0.3885498046875,4200,5
0.4003677368164063,4300,5
0.4027545452117921,4400,5
0.4431576728820801,4500,5
0.41698575019836426,4600,5
0.33991169929504395,4700,5
0.37857818603515625,4800,5
0.4179792404174805,4900,5
0.4486103057861328,5000,4
0.7546956539154053,100,200
0.5400652885437012,200,100
0.4399583339691162,300,67
0.4867751598358154,400,50
0.4534468650817871,500,40
0.4595496654510498,600,34
0.4057652950286865,700,29
0.4202144145965576,800,25
0.4264729022979736,900,23
0.42351388931274414,1000,20
0.3682928085327149,1100,19
0.4145188331604004,1200,17
0.4111368656158447,1300,16
0.4511082172393799,1400,15
0.41306710243225103,1500,14
0.5021517276763916,1600,13
0.4408018589019776,1700,12
0.4151144027709961,1800,12
0.4345135688781738,1900,11
0.4514081478118897,2000,10
0.3511178493499756,2100,10
0.4050016403198242,2200,10
0.3607897758483887,2300,9
0.3646247386932373,2400,9
0.4642035961151123,2500,8
0.533353328704834,2600,8
0.4230296611785889,2700,8
0.4596772193908691,2800,8
0.5743870735168457,2900,7
0.4929699897766113,3000,7
0.3417825698852539,3100,7
0.3770513534545897,3200,7
0.4009823799133301,3300,7
0.4799551963806152,3400,6
0.40949416160583496,3500,6
0.4960806369781494,3600,6
0.41507840156555176,3700,6
0.4235193729400635,3800,6
0.4665074348449707,3900,6
0.4249303340911865,4000,5
0.4954652786254883,4100,5
0.4190061092376709,4200,5
0.4025301933288574,4300,5
0.3545007705688477,4400,5
0.4518227577209473,4500,5
0.38675522804260254,4600,5
0.4683265686035156,4700,5
0.3645224571228027,4800,5
0.4491848945617676,4900,5
0.4155769348144531,5000,4
0.7223479747772217,100,200
0.585242509841919,200,100
0.5273430347442627,300,67
0.5479731559753418,400,50
0.4150292873382568,500,40
0.4347078800201416,600,34
0.3777966499328613,700,29
0.4192750453948975,800,25
0.4890642166137695,900,23
0.3814859390258789,1000,20
0.5365943908691406,1100,19
0.5156564712524414,1200,17
0.5173161029815674,1300,16
0.3984785079956055,1400,15
0.40248847007751465,1500,14
0.4317448139190674,1600,13
0.4454586505889893,1700,12
0.4314002990722656,1800,12
0.3886029720306397,1900,11
0.5030648708343506,2000,10
0.4939329624176026,2100,10
0.4162876605987549,2200,10
0.4721834659576416,2300,9
0.4202125072479248,2400,9
0.5043163299560547,2500,8
