time,size,num_batch
0.8910281658172607,100,451
0.8959469795227051,200,226
0.7430105209350586,300,151
0.8795235157012941,400,113
0.6071140766143799,500,91
0.5863962173461914,600,76
0.6229171752929688,700,65
0.8141841888427734,800,57
0.606858491897583,900,51
0.6122190952301025,1000,46
0.5999932289123535,1100,41
0.564241886138916,1200,38
0.5855402946472168,1300,35
0.5759246349334717,1400,33
0.6959691047668457,1500,31
0.7454779148101807,1600,29
0.7281613349914551,1700,27
0.834075927734375,1800,26
0.7970468997955322,1900,24
0.8157355785369873,2000,23
0.6430745124816895,2100,22
0.6170234680175781,2200,21
0.59893798828125,2300,20
0.7601423263549805,2400,19
0.6004369258880615,2500,19
0.627953290939331,2600,18
0.6737227439880371,2700,17
0.6789655685424805,2800,17
1.0530705451965332,2900,16
0.9399209022521972,3000,16
0.9400067329406738,3100,15
0.975452184677124,3200,15
0.6033596992492676,3300,14
0.5748260021209717,3400,14
0.5770010948181152,3500,13
0.5874369144439697,3600,13
0.6033298969268799,3700,13
0.5775716304779053,3800,12
0.5941047668457031,3900,12
0.62650465965271,4000,12
0.6386857032775879,4100,11
0.6181552410125732,4200,11
0.6306838989257812,4300,11
0.6172244548797607,4400,11
0.6173372268676758,4500,11
0.6181368827819824,4600,10
0.6532318592071533,4700,10
0.6311261653900146,4800,10
0.6236233711242676,4900,10
0.6496257781982422,5000,10
1.1003985404968262,100,451
0.7102122306823729,200,226
0.6228251457214355,300,151
0.6013081073760986,400,113
0.8723676204681396,500,91
0.5698068141937256,600,76
0.5670678615570068,700,65
0.5640692710876465,800,57
0.6613998413085938,900,51
0.6511416435241699,1000,46
0.7619223594665527,1100,41
1.1303503513336182,1200,38
0.5759153366088867,1300,35
0.5637943744659424,1400,33
0.6024973392486572,1500,31
0.5687506198883057,1600,29
0.5600936412811279,1700,27
0.589238166809082,1800,26
0.5771708488464355,1900,24
0.6022648811340332,2000,23
0.5975065231323242,2100,22
0.7839744091033936,2200,21
0.5902664661407471,2300,20
0.7554006576538086,2400,19
0.6062779426574707,2500,19
0.6416308879852295,2600,18
0.7850649356842041,2700,17
0.5930986404418945,2800,17
0.7556068897247314,2900,16
0.5761036872863771,3000,16
0.5762717723846436,3100,15
0.5800468921661377,3200,15
0.5840799808502197,3300,14
0.5916297435760498,3400,14
0.5836656093597412,3500,13
0.8101155757904053,3600,13
0.6084871292114258,3700,13
0.6266388893127441,3800,12
0.6294605731964111,3900,12
0.7454547882080078,4000,12
0.7225189208984375,4100,11
0.6303699016571045,4200,11
0.6197576522827148,4300,11
0.6199243068695068,4400,11
0.63120436668396,4500,11
0.6423013210296631,4600,10
0.7337837219238281,4700,10
0.6726975440979004,4800,10
0.7823023796081543,4900,10
0.7386431694030762,5000,10
0.8786702156066895,100,451
0.6762599945068359,200,226
0.6341755390167236,300,151
0.5985424518585205,400,113
0.5622725486755371,500,91
0.551738977432251,600,76
0.5559127330780029,700,65
0.5571818351745605,800,57
0.5511913299560547,900,51
0.5564141273498535,1000,46
0.5703139305114746,1100,41
0.5823619365692139,1200,38
0.5576443672180176,1300,35
0.5600097179412842,1400,33
0.5581116676330566,1500,31
0.5693891048431396,1600,29
0.5598039627075195,1700,27
0.5749988555908203,1800,26
0.6020140647888184,1900,24
0.5971829891204834,2000,23
0.5798356533050537,2100,22
0.5765156745910645,2200,21
0.6222569942474365,2300,20
0.5879998207092285,2400,19
0.5896308422088623,2500,19
0.5833992958068848,2600,18
0.5926077365875244,2700,17
0.6423587799072266,2800,17
0.616955041885376,2900,16
0.5945072174072266,3000,16
0.6370413303375244,3100,15
0.6698887348175049,3200,15
0.6094305515289307,3300,14
0.9174282550811768,3400,14
0.6288549900054932,3500,13
0.598454475402832,3600,13
0.6176929473876953,3700,13
0.595771312713623,3800,12
0.6284351348876953,3900,12
0.6068551540374756,4000,12
0.8836312294006348,4100,11
0.6191504001617432,4200,11
0.7479710578918457,4300,11
0.6499218940734863,4400,11
0.6179146766662598,4500,11
0.6662249565124512,4600,10
0.6609125137329102,4700,10
0.7469749450683594,4800,10
0.7126765251159668,4900,10
0.7853567600250244,5000,10
