time,size,num_batch
0.3789670467376709,100,201
0.2918689250946045,200,101
0.26245880126953125,300,67
0.2666411399841309,400,51
0.3380923271179199,500,41
0.31705474853515625,600,34
0.31026411056518555,700,29
0.248936414718628,800,26
0.24602627754211426,900,23
0.2894032001495361,1000,21
0.2552952766418457,1100,19
0.28944754600524897,1200,17
0.2793450355529785,1300,16
0.2638089656829834,1400,15
0.2461521625518799,1500,14
0.2383856773376465,1600,13
0.275911808013916,1700,12
0.31009984016418457,1800,12
0.26421284675598145,1900,11
0.25338077545166016,2000,11
0.2559802532196045,2100,10
0.2583446502685547,2200,10
0.25748848915100103,2300,9
0.2559230327606201,2400,9
0.2560746669769287,2500,9
0.2602231502532959,2600,8
0.273282527923584,2700,8
0.2628631591796875,2800,8
0.2731304168701172,2900,7
0.25949954986572266,3000,7
0.2656459808349609,3100,7
0.26663684844970703,3200,7
0.2565395832061768,3300,7
0.2497498989105225,3400,6
0.2583334445953369,3500,6
0.2955663204193115,3600,6
0.262514591217041,3700,6
0.2613279819488525,3800,6
0.26451849937438965,3900,6
0.2587852478027344,4000,6
0.2511861324310303,4100,5
0.25045061111450195,4200,5
0.2475745677947998,4300,5
0.2506561279296875,4400,5
0.252885103225708,4500,5
0.280320405960083,4600,5
0.2753009796142578,4700,5
0.2598876953125,4800,5
0.2625575065612793,4900,5
0.2583327293395996,5000,5
0.453791618347168,100,201
0.279832124710083,200,101
0.2590012550354004,300,67
0.2753114700317383,400,51
0.2633230686187744,500,41
0.2582583427429199,600,34
0.2600514888763428,700,29
0.25937604904174805,800,26
0.2561635971069336,900,23
0.2532227039337158,1000,21
0.25059151649475103,1100,19
0.2553105354309082,1200,17
0.32228612899780273,1300,16
0.3103334903717041,1400,15
0.2691357135772705,1500,14
0.3409905433654785,1600,13
0.37543559074401855,1700,12
0.3142266273498535,1800,12
0.2567615509033203,1900,11
0.34793615341186523,2000,11
0.2440004348754883,2100,10
0.2591071128845215,2200,10
0.259063720703125,2300,9
0.2732431888580322,2400,9
0.2582573890686035,2500,9
0.2771477699279785,2600,8
0.2608826160430908,2700,8
0.2728626728057861,2800,8
0.2928597927093506,2900,7
0.30655860900878906,3000,7
0.3611702919006348,3100,7
0.2711634635925293,3200,7
0.2654433250427246,3300,7
0.3598659038543701,3400,6
0.2688517570495605,3500,6
0.27563905715942383,3600,6
0.2653203010559082,3700,6
0.2999420166015625,3800,6
0.3015511035919189,3900,6
0.2879161834716797,4000,6
0.2676360607147217,4100,5
0.2594704627990723,4200,5
0.26340579986572266,4300,5
0.2693281173706055,4400,5
0.26947951316833496,4500,5
0.2594566345214844,4600,5
0.29338669776916504,4700,5
0.2589294910430908,4800,5
0.2813847064971924,4900,5
0.2658369541168213,5000,5
0.4508850574493408,100,201
0.32714319229125977,200,101
0.2994406223297119,300,67
0.4748997688293457,400,51
0.4610292911529541,500,41
0.32391905784606934,600,34
0.27525854110717773,700,29
0.2843341827392578,800,26
0.25476956367492676,900,23
0.2632100582122803,1000,21
0.27413272857666016,1100,19
0.36736273765563965,1200,17
0.27893972396850586,1300,16
0.32589221000671387,1400,15
0.3301386833190918,1500,14
0.31017231941223145,1600,13
0.27709150314331055,1700,12
0.298799991607666,1800,12
0.2636756896972656,1900,11
0.2687551975250244,2000,11
0.2686440944671631,2100,10
0.30692005157470703,2200,10
0.26781415939331055,2300,9
0.2610340118408203,2400,9
0.2973756790161133,2500,9
0.3530311584472656,2600,8
0.3003566265106201,2700,8
0.3381052017211914,2800,8
0.2830531597137451,2900,7
0.3787364959716797,3000,7
0.2764730453491211,3100,7
0.25651049613952637,3200,7
0.26802873611450195,3300,7
0.35140085220336914,3400,6
0.3317406177520752,3500,6
0.2552666664123535,3600,6
0.25203537940979004,3700,6
0.32761383056640625,3800,6
0.36130738258361816,3900,6
0.2811119556427002,4000,6
0.3395214080810547,4100,5
0.4092295169830322,4200,5
0.3899707794189453,4300,5
0.270798921585083,4400,5
0.261106014251709,4500,5
0.27136802673339844,4600,5
0.2858109474182129,4700,5
0.27889227867126465,4800,5
0.30192089080810547,4900,5
0.2722055912017822,5000,5
